Product Title,Variant Title,Purity,Gold Weight,Diamond Weight,Price,Variant ID,Image 1,Image 2,LocalImage
Locket & Loop Diamond Tennis Bracelet,14 KT / Yellow Gold,14K,9.35,5.508,247916.0,50702730821920,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000092_Y1.jpg?v=1758087256,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000092_Y2.jpg?v=1758087592,DBR000092_Y1.jpg
Locket & Loop Diamond Tennis Bracelet,18 KT / Yellow Gold,18K,11.0,5.508,293230.0,50702730920224,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000092_Y1.jpg?v=1758087256,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000092_Y2.jpg?v=1758087592,DBR000092_Y1.jpg
Majesty Diamond Bracelet,9 KT / Yellow Gold,9K,9.75,3.51,185634.0,50738678858016,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBN000012_Y1.jpg?v=1758087247,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBN000012_Y2.jpg?v=1758087586,DBN000012_Y1.jpg
Majesty Diamond Bracelet,14 KT / Yellow Gold,14K,11.05,3.51,230849.0,50702730592544,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBN000012_Y1.jpg?v=1758087247,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBN000012_Y2.jpg?v=1758087586,DBN000012_Y1.jpg
Majesty Diamond Bracelet,18 KT / Yellow Gold,18K,13.0,3.51,284402.0,50702730690848,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBN000012_Y1.jpg?v=1758087247,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBN000012_Y2.jpg?v=1758087586,DBN000012_Y1.jpg
AM to Always Diamond Tennis Bracelet,9 KT / Rose Gold,9K,8.04,6.05,222523.0,50738678956320,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000089_R1.jpg?v=1758098256,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000089_R2.jpg?v=1758098256,DBR000089_R1.jpg
AM to Always Diamond Tennis Bracelet,14 KT / Rose Gold,14K,9.11,6.05,259789.0,50702730166560,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000089_R1.jpg?v=1758098256,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000089_R2.jpg?v=1758098256,DBR000089_R1.jpg
AM to Always Diamond Tennis Bracelet,18 KT / Rose Gold,18K,10.72,6.05,303969.0,50702730264864,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000089_R1.jpg?v=1758098256,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000089_R2.jpg?v=1758098256,DBR000089_R1.jpg
Supreme Elegance Diamond Bracelet,9 KT / Yellow Gold,9K,4.95,3.575,133002.0,50738679513376,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000091_Y1.jpg?v=1758087253,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000091_Y2.jpg?v=1767698741,DBR000091_Y1.jpg
Supreme Elegance Diamond Bracelet,14 KT / Yellow Gold,14K,5.61,3.575,155958.0,50702729904416,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000091_Y1.jpg?v=1758087253,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000091_Y2.jpg?v=1767698741,DBR000091_Y1.jpg
Supreme Elegance Diamond Bracelet,18 KT / Yellow Gold,18K,6.6,3.575,183146.0,50702730002720,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000091_Y1.jpg?v=1758087253,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000091_Y2.jpg?v=1767698741,DBR000091_Y1.jpg
Statement Strand Diamond Kada Bracelet,9 KT / Yellow Gold,9K,9.81,4.08,183427.0,50738679841056,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000010_Y1.jpg?v=1758087541,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000010.jpg?v=1771242435,WBN000010_Y1.jpg
Statement Strand Diamond Kada Bracelet,14 KT / Yellow Gold,14K,11.12,4.08,228939.0,50702729675040,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000010_Y1.jpg?v=1758087541,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000010.jpg?v=1771242435,WBN000010_Y1.jpg
Statement Strand Diamond Kada Bracelet,18 KT / Yellow Gold,18K,13.08,4.08,282802.0,50702729773344,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000010_Y1.jpg?v=1758087541,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000010.jpg?v=1771242435,WBN000010_Y1.jpg
