Product Title,Variant Title,Purity,Gold Weight,Diamond Weight,Price,Variant ID,Image 1,Image 2,LocalImage
Moonlit Jewel Diamond Earrings,18 KT / Yellow Gold,18K,0.89,0.3,20346.0,49848369053984,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000311_Y1.jpg?v=1750222831,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000311_Y2.jpg?v=1767690939,DER000311_Y1.jpg
Dash & Dots Diamond Earrings,9 KT / Yellow Gold,9K,1.2375,0.132,13592.0,50728365359392,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000930_Y1.jpg?v=1756378104,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000930_Y2.jpg?v=1756378605,DER000930_Y1.jpg
Dash & Dots Diamond Earrings,14 KT / Yellow Gold,14K,1.4025,0.132,19331.0,50136763597088,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000930_Y1.jpg?v=1756378104,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000930_Y2.jpg?v=1756378605,DER000930_Y1.jpg
Dash & Dots Diamond Earrings,18 KT / Yellow Gold,18K,1.65,0.132,26128.0,50136763695392,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000930_Y1.jpg?v=1756378104,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000930_Y2.jpg?v=1756378605,DER000930_Y1.jpg
The Corner Edit Diamond Bali Earrings,9 KT / Yellow Gold,9K,1.65,0.04,13611.0,50728322597152,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001161_Y1.jpg?v=1754119116,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001161_Y2.jpg?v=1754119383,DER001161_Y1.jpg
The Corner Edit Diamond Bali Earrings,14 KT / Yellow Gold,14K,1.87,0.04,21263.0,50523556151584,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001161_Y1.jpg?v=1754119116,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001161_Y2.jpg?v=1754119383,DER001161_Y1.jpg
The Corner Edit Diamond Bali Earrings,18 KT / Yellow Gold,18K,2.2,0.04,30326.0,50523556249888,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001161_Y1.jpg?v=1754119116,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001161_Y2.jpg?v=1754119383,DER001161_Y1.jpg
Triangon Diamond Earrings,9 KT / Yellow Gold,9K,1.2375,0.135,13672.0,50728365228320,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000918_Y1.jpg?v=1759920247,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000918_Y2.jpg?v=1759920291,DER000918_Y1.jpg
Triangon Diamond Earrings,14 KT / Yellow Gold,14K,1.4025,0.135,19411.0,50136763793696,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000918_Y1.jpg?v=1759920247,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000918_Y2.jpg?v=1759920291,DER000918_Y1.jpg
Triangon Diamond Earrings,18 KT / Yellow Gold,18K,1.65,0.135,26208.0,50136763892000,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000918_Y1.jpg?v=1759920247,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000918_Y2.jpg?v=1759920291,DER000918_Y1.jpg
Modern Rhombus Diamond Stud Earrings,9 KT / Yellow Gold,9K,1.274,0.166,13772.0,51157640053024,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001505_Y1.jpg?v=1771334699,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001505_Y2.jpg?v=1771334734,DER001505_Y1.jpg
Modern Rhombus Diamond Stud Earrings,14 KT / Yellow Gold,14K,1.4,0.166,19266.0,51157640151328,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001505_Y1.jpg?v=1771334699,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001505_Y2.jpg?v=1771334734,DER001505_Y1.jpg
Modern Rhombus Diamond Stud Earrings,18 KT / Yellow Gold,18K,1.68,0.166,26451.0,51157640249632,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001505_Y1.jpg?v=1771334699,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001505_Y2.jpg?v=1771334734,DER001505_Y1.jpg
Gabrielle Diamond Earrings,9 KT / Yellow Gold,9K,1.275,0.153,13775.0,50728467988768,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/RK-RBT-39_Y1.jpg?v=1751372973,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/RK-RBT-39_Y2.jpg?v=1751372973,RK-RBT-39_Y1.jpg
Gabrielle Diamond Earrings,14 KT / Yellow Gold,14K,1.445,0.153,19687.0,49907277889824,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/RK-RBT-39_Y1.jpg?v=1751372973,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/RK-RBT-39_Y2.jpg?v=1751372973,RK-RBT-39_Y1.jpg
Gabrielle Diamond Earrings,18 KT / Yellow Gold,18K,1.7,0.153,26690.0,49907277988128,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/RK-RBT-39_Y1.jpg?v=1751372973,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/RK-RBT-39_Y2.jpg?v=1751372973,RK-RBT-39_Y1.jpg
Oval Cluster Motif Diamond Stud Earrings,9 KT / Rose Gold,9K,1.274,0.174,13986.0,51157640282400,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001504_R1.jpg?v=1771406969,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001504_R2.jpg?v=1771406969,DER001504_R1.jpg
Oval Cluster Motif Diamond Stud Earrings,14 KT / Rose Gold,14K,1.4,0.174,19479.0,51157640380704,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001504_R1.jpg?v=1771406969,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001504_R2.jpg?v=1771406969,DER001504_R1.jpg
Oval Cluster Motif Diamond Stud Earrings,18 KT / Rose Gold,18K,1.68,0.174,26665.0,51157640479008,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001504_R1.jpg?v=1771406969,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER001504_R2.jpg?v=1771406969,DER001504_R1.jpg
